Provincias;Tipo de hogar;Número de habitaciones de la vivienda;periodo;Total
Sevilla;Personas que no forman ningún núcleo familiar entre sí;Entre 3 y 6 habitaciones;2018;16,1
Sevilla;Personas que no forman ningún núcleo familiar entre sí;Entre 3 y 6 habitaciones;2017;16,0
Sevilla;Personas que no forman ningún núcleo familiar entre sí;Entre 3 y 6 habitaciones;2016;17,3
Sevilla;Personas que no forman ningún núcleo familiar entre sí;Entre 3 y 6 habitaciones;2015;21,9
Sevilla;Personas que no forman ningún núcleo familiar entre sí;Entre 3 y 6 habitaciones;2014;20,7
Sevilla;Personas que no forman ningún núcleo familiar entre sí;7 o más habitaciones;2019;2,9
Sevilla;Personas que no forman ningún núcleo familiar entre sí;7 o más habitaciones;2018;2,8
Sevilla;Personas que no forman ningún núcleo familiar entre sí;7 o más habitaciones;2017;2,7
Sevilla;Personas que no forman ningún núcleo familiar entre sí;7 o más habitaciones;2016;3,5
Sevilla;Personas que no forman ningún núcleo familiar entre sí;7 o más habitaciones;2015;3,8
Sevilla;Personas que no forman ningún núcleo familiar entre sí;7 o más habitaciones;2014;2,6
Sevilla;Dos o más núcleos familiares;Total;2019;12,9
Sevilla;Dos o más núcleos familiares;Total;2018;11,9
Sevilla;Dos o más núcleos familiares;Total;2017;15,7
Sevilla;Dos o más núcleos familiares;Total;2016;16,7
Sevilla;Dos o más núcleos familiares;Total;2015;15,2
Sevilla;Dos o más núcleos familiares;Total;2014;16,3
Sevilla;Dos o más núcleos familiares;Menos de 3 habitaciones;2019;0,4
Sevilla;Dos o más núcleos familiares;Menos de 3 habitaciones;2018;..
Sevilla;Dos o más núcleos familiares;Menos de 3 habitaciones;2017;..
Sevilla;Dos o más núcleos familiares;Menos de 3 habitaciones;2016;..
Sevilla;Dos o más núcleos familiares;Menos de 3 habitaciones;2015;..
Sevilla;Dos o más núcleos familiares;Menos de 3 habitaciones;2014;..
Sevilla;Dos o más núcleos familiares;Entre 3 y 6 habitaciones;2019;10,6
Sevilla;Dos o más núcleos familiares;Entre 3 y 6 habitaciones;2018;9,8
Sevilla;Dos o más núcleos familiares;Entre 3 y 6 habitaciones;2017;12,2
Sevilla;Dos o más núcleos familiares;Entre 3 y 6 habitaciones;2016;12,4
Sevilla;Dos o más núcleos familiares;Entre 3 y 6 habitaciones;2015;10,3
Sevilla;Dos o más núcleos familiares;Entre 3 y 6 habitaciones;2014;10,8
Sevilla;Dos o más núcleos familiares;7 o más habitaciones;2019;1,9
Sevilla;Dos o más núcleos familiares;7 o más habitaciones;2018;2,1
Sevilla;Dos o más núcleos familiares;7 o más habitaciones;2017;3,5
Sevilla;Dos o más núcleos familiares;7 o más habitaciones;2016;4,3
Sevilla;Dos o más núcleos familiares;7 o más habitaciones;2015;4,9
Sevilla;Dos o más núcleos familiares;7 o más habitaciones;2014;5,5
Soria;Total (tipo de hogar);Total;2019;37,4
Soria;Total (tipo de hogar);Total;2018;37,4
Soria;Total (tipo de hogar);Total;2017;37,4
Soria;Total (tipo de hogar);Total;2016;37,7
Soria;Total (tipo de hogar);Total;2015;37,9
Soria;Total (tipo de hogar);Total;2014;38,0
Soria;Total (tipo de hogar);Menos de 3 habitaciones;2019;..
Soria;Total (tipo de hogar);Menos de 3 habitaciones;2018;0,8
Soria;Total (tipo de hogar);Menos de 3 habitaciones;2017;0,8
Soria;Total (tipo de hogar);Menos de 3 habitaciones;2016;0,4
Soria;Total (tipo de hogar);Menos de 3 habitaciones;2015;0,2
Soria;Total (tipo de hogar);Menos de 3 habitaciones;2014;0,1
Soria;Total (tipo de hogar);Entre 3 y 6 habitaciones;2019;24,6
Soria;Total (tipo de hogar);Entre 3 y 6 habitaciones;2018;24,9
Soria;Total (tipo de hogar);Entre 3 y 6 habitaciones;2017;25,2
Soria;Total (tipo de hogar);Entre 3 y 6 habitaciones;2016;28,4
Soria;Total (tipo de hogar);Entre 3 y 6 habitaciones;2015;29,3
Soria;Total (tipo de hogar);Entre 3 y 6 habitaciones;2014;27,8
Soria;Total (tipo de hogar);7 o más habitaciones;2019;12,8
Soria;Total (tipo de hogar);7 o más habitaciones;2018;11,7
Soria;Total (tipo de hogar);7 o más habitaciones;2017;11,5
Soria;Total (tipo de hogar);7 o más habitaciones;2016;8,9
Soria;Total (tipo de hogar);7 o más habitaciones;2015;8,3
Soria;Total (tipo de hogar);7 o más habitaciones;2014;10,0
Soria;Hogar unipersonal;Total;2019;11,5
Soria;Hogar unipersonal;Total;2018;11,4
Soria;Hogar unipersonal;Total;2017;11,3
Soria;Hogar unipersonal;Total;2016;11,2
Soria;Hogar unipersonal;Total;2015;11,1
Soria;Hogar unipersonal;Total;2014;11,0
Soria;Hogar unipersonal;Menos de 3 habitaciones;2019;..
Soria;Hogar unipersonal;Menos de 3 habitaciones;2018;0,6
Soria;Hogar unipersonal;Menos de 3 habitaciones;2017;0,6
Soria;Hogar unipersonal;Menos de 3 habitaciones;2016;0,4
Soria;Hogar unipersonal;Menos de 3 habitaciones;2015;0,2
Soria;Hogar unipersonal;Menos de 3 habitaciones;2014;0,1
Soria;Hogar unipersonal;Entre 3 y 6 habitaciones;2019;7,0
Soria;Hogar unipersonal;Entre 3 y 6 habitaciones;2018;7,2
Soria;Hogar unipersonal;Entre 3 y 6 habitaciones;2017;7,8
Soria;Hogar unipersonal;Entre 3 y 6 habitaciones;2016;9,5
Soria;Hogar unipersonal;Entre 3 y 6 habitaciones;2015;9,3
Soria;Hogar unipersonal;Entre 3 y 6 habitaciones;2014;8,8
Soria;Hogar unipersonal;7 o más habitaciones;2019;4,5
Soria;Hogar unipersonal;7 o más habitaciones;2018;3,5
Soria;Hogar unipersonal;7 o más habitaciones;2017;2,8
Soria;Hogar unipersonal;7 o más habitaciones;2016;1,4
Soria;Hogar unipersonal;7 o más habitaciones;2015;1,7
Soria;Hogar unipersonal;7 o más habitaciones;2014;2,1
Soria;Hogar monoparental;Total;2019;3,8
Soria;Hogar monoparental;Total;2018;4,5
Soria;Hogar monoparental;Total;2017;3,5
Soria;Hogar monoparental;Total;2016;3,0
Soria;Hogar monoparental;Total;2015;3,0
Soria;Hogar monoparental;Total;2014;3,2
Soria;Hogar monoparental;Menos de 3 habitaciones;2019;..
Soria;Hogar monoparental;Menos de 3 habitaciones;2018;..
Soria;Hogar monoparental;Menos de 3 habitaciones;2017;..
Soria;Hogar monoparental;Menos de 3 habitaciones;2016;..
Soria;Hogar monoparental;Menos de 3 habitaciones;2015;..
Soria;Hogar monoparental;Menos de 3 habitaciones;2014;..
Soria;Hogar monoparental;Entre 3 y 6 habitaciones;2019;3,0
Soria;Hogar monoparental;Entre 3 y 6 habitaciones;2018;3,3
Soria;Hogar monoparental;Entre 3 y 6 habitaciones;2017;2,0
Soria;Hogar monoparental;Entre 3 y 6 habitaciones;2016;1,5
Soria;Hogar monoparental;Entre 3 y 6 habitaciones;2015;1,7
Soria;Hogar monoparental;Entre 3 y 6 habitaciones;2014;2,1
Soria;Hogar monoparental;7 o más habitaciones;2019;0,8
Soria;Hogar monoparental;7 o más habitaciones;2018;1,1
Soria;Hogar monoparental;7 o más habitaciones;2017;1,5
Soria;Hogar monoparental;7 o más habitaciones;2016;1,5
Soria;Hogar monoparental;7 o más habitaciones;2015;1,3
Soria;Hogar monoparental;7 o más habitaciones;2014;1,1
Soria;Pareja sin hijos que convivan en el hogar;Total;2019;7,4
Soria;Pareja sin hijos que convivan en el hogar;Total;2018;7,0
Soria;Pareja sin hijos que convivan en el hogar;Total;2017;8,1
Soria;Pareja sin hijos que convivan en el hogar;Total;2016;8,8
Soria;Pareja sin hijos que convivan en el hogar;Total;2015;8,8
Soria;Pareja sin hijos que convivan en el hogar;Total;2014;8,3
Soria;Pareja sin hijos que convivan en el hogar;Menos de 3 habitaciones;2019;..
Soria;Pareja sin hijos que convivan en el hogar;Menos de 3 habitaciones;2018;0,1
Soria;Pareja sin hijos que convivan en el hogar;Menos de 3 habitaciones;2017;0,1
Soria;Pareja sin hijos que convivan en el hogar;Menos de 3 habitaciones;2016;..
Soria;Pareja sin hijos que convivan en el hogar;Menos de 3 habitaciones;2015;0,1
Soria;Pareja sin hijos que convivan en el hogar;Menos de 3 habitaciones;2014;0,1
Soria;Pareja sin hijos que convivan en el hogar;Entre 3 y 6 habitaciones;2019;4,8
Soria;Pareja sin hijos que convivan en el hogar;Entre 3 y 6 habitaciones;2018;4,7
Soria;Pareja sin hijos que convivan en el hogar;Entre 3 y 6 habitaciones;2017;5,5
Soria;Pareja sin hijos que convivan en el hogar;Entre 3 y 6 habitaciones;2016;7,0
Soria;Pareja sin hijos que convivan en el hogar;Entre 3 y 6 habitaciones;2015;7,1
Soria;Pareja sin hijos que convivan en el hogar;Entre 3 y 6 habitaciones;2014;6,2
Soria;Pareja sin hijos que convivan en el hogar;7 o más habitaciones;2019;2,6
Soria;Pareja sin hijos que convivan en el hogar;7 o más habitaciones;2018;2,2
Soria;Pareja sin hijos que convivan en el hogar;7 o más habitaciones;2017;2,5
Soria;Pareja sin hijos que convivan en el hogar;7 o más habitaciones;2016;1,7
Soria;Pareja sin hijos que convivan en el hogar;7 o más habitaciones;2015;1,6
Soria;Pareja sin hijos que convivan en el hogar;7 o más habitaciones;2014;2,1
Soria;Pareja con hijos que convivan en el hogar: Total;Total;2019;11,9
Soria;Pareja con hijos que convivan en el hogar: Total;Total;2018;11,8
Soria;Pareja con hijos que convivan en el hogar: Total;Total;2017;11,3
Soria;Pareja con hijos que convivan en el hogar: Total;Total;2016;11,6
Soria;Pareja con hijos que convivan en el hogar: Total;Total;2015;12,3
Soria;Pareja con hijos que convivan en el hogar: Total;Total;2014;12,8
Soria;Pareja con hijos que convivan en el hogar: Total;Menos de 3 habitaciones;2019;..
Soria;Pareja con hijos que convivan en el hogar: Total;Menos de 3 habitaciones;2018;..
Soria;Pareja con hijos que convivan en el hogar: Total;Menos de 3 habitaciones;2017;..
Soria;Pareja con hijos que convivan en el hogar: Total;Menos de 3 habitaciones;2016;..
Soria;Pareja con hijos que convivan en el hogar: Total;Menos de 3 habitaciones;2015;..
Soria;Pareja con hijos que convivan en el hogar: Total;Menos de 3 habitaciones;2014;..
Soria;Pareja con hijos que convivan en el hogar: Total;Entre 3 y 6 habitaciones;2019;8,2
Soria;Pareja con hijos que convivan en el hogar: Total;Entre 3 y 6 habitaciones;2018;7,6
Soria;Pareja con hijos que convivan en el hogar: Total;Entre 3 y 6 habitaciones;2017;7,5
Soria;Pareja con hijos que convivan en el hogar: Total;Entre 3 y 6 habitaciones;2016;8,0
Soria;Pareja con hijos que convivan en el hogar: Total;Entre 3 y 6 habitaciones;2015;8,8
Soria;Pareja con hijos que convivan en el hogar: Total;Entre 3 y 6 habitaciones;2014;9,2
Soria;Pareja con hijos que convivan en el hogar: Total;7 o más habitaciones;2019;3,8
Soria;Pareja con hijos que convivan en el hogar: Total;7 o más habitaciones;2018;4,2
Soria;Pareja con hijos que convivan en el hogar: Total;7 o más habitaciones;2017;3,7
Soria;Pareja con hijos que convivan en el hogar: Total;7 o más habitaciones;2016;3,7
Soria;Pareja con hijos que convivan en el hogar: Total;7 o más habitaciones;2015;3,5
Soria;Pareja con hijos que convivan en el hogar: Total;7 o más habitaciones;2014;3,6
Soria;Pareja con hijos que convivan en el hogar: 1 hijo;Total;2019;5,9
Soria;Pareja con hijos que convivan en el hogar: 1 hijo;Total;2018;5,2
Soria;Pareja con hijos que convivan en el hogar: 1 hijo;Total;2017;4,9
Soria;Pareja con hijos que convivan en el hogar: 1 hijo;Total;2016;5,2
Soria;Pareja con hijos que convivan en el hogar: 1 hijo;Total;2015;5,5
Soria;Pareja con hijos que convivan en el hogar: 1 hijo;Total;2014;5,6
Soria;Pareja con hijos que convivan en el hogar: 1 hijo;Menos de 3 habitaciones;2019;..
Soria;Pareja con hijos que convivan en el hogar: 1 hijo;Menos de 3 habitaciones;2018;..
Soria;Pareja con hijos que convivan en el hogar: 1 hijo;Menos de 3 habitaciones;2017;..
Soria;Pareja con hijos que convivan en el hogar: 1 hijo;Menos de 3 habitaciones;2016;..
Soria;Pareja con hijos que convivan en el hogar: 1 hijo;Menos de 3 habitaciones;2015;..
Soria;Pareja con hijos que convivan en el hogar: 1 hijo;Menos de 3 habitaciones;2014;..
Soria;Pareja con hijos que convivan en el hogar: 1 hijo;Entre 3 y 6 habitaciones;2019;4,5
Soria;Pareja con hijos que convivan en el hogar: 1 hijo;Entre 3 y 6 habitaciones;2018;3,5
Soria;Pareja con hijos que convivan en el hogar: 1 hijo;Entre 3 y 6 habitaciones;2017;3,2
Soria;Pareja con hijos que convivan en el hogar: 1 hijo;Entre 3 y 6 habitaciones;2016;3,7
Soria;Pareja con hijos que convivan en el hogar: 1 hijo;Entre 3 y 6 habitaciones;2015;4,3
Soria;Pareja con hijos que convivan en el hogar: 1 hijo;Entre 3 y 6 habitaciones;2014;4,1
Soria;Pareja con hijos que convivan en el hogar: 1 hijo;7 o más habitaciones;2019;1,4
Soria;Pareja con hijos que convivan en el hogar: 1 hijo;7 o más habitaciones;2018;1,7
Soria;Pareja con hijos que convivan en el hogar: 1 hijo;7 o más habitaciones;2017;1,7
Soria;Pareja con hijos que convivan en el hogar: 1 hijo;7 o más habitaciones;2016;1,4
Soria;Pareja con hijos que convivan en el hogar: 1 hijo;7 o más habitaciones;2015;1,2
Soria;Pareja con hijos que convivan en el hogar: 1 hijo;7 o más habitaciones;2014;1,4
Soria;Pareja con hijos que convivan en el hogar: 2 hijos;Total;2019;5,3
Soria;Pareja con hijos que convivan en el hogar: 2 hijos;Total;2018;5,7
Soria;Pareja con hijos que convivan en el hogar: 2 hijos;Total;2017;5,5
Soria;Pareja con hijos que convivan en el hogar: 2 hijos;Total;2016;5,3
Soria;Pareja con hijos que convivan en el hogar: 2 hijos;Total;2015;5,4
Soria;Pareja con hijos que convivan en el hogar: 2 hijos;Total;2014;6,0
Soria;Pareja con hijos que convivan en el hogar: 2 hijos;Menos de 3 habitaciones;2019;..
Soria;Pareja con hijos que convivan en el hogar: 2 hijos;Menos de 3 habitaciones;2018;..
Soria;Pareja con hijos que convivan en el hogar: 2 hijos;Menos de 3 habitaciones;2017;..
Soria;Pareja con hijos que convivan en el hogar: 2 hijos;Menos de 3 habitaciones;2016;..
Soria;Pareja con hijos que convivan en el hogar: 2 hijos;Menos de 3 habitaciones;2015;..
Soria;Pareja con hijos que convivan en el hogar: 2 hijos;Menos de 3 habitaciones;2014;..
Soria;Pareja con hijos que convivan en el hogar: 2 hijos;Entre 3 y 6 habitaciones;2019;3,1
Soria;Pareja con hijos que convivan en el hogar: 2 hijos;Entre 3 y 6 habitaciones;2018;3,5
Soria;Pareja con hijos que convivan en el hogar: 2 hijos;Entre 3 y 6 habitaciones;2017;3,7
Soria;Pareja con hijos que convivan en el hogar: 2 hijos;Entre 3 y 6 habitaciones;2016;3,3
Soria;Pareja con hijos que convivan en el hogar: 2 hijos;Entre 3 y 6 habitaciones;2015;3,4
Soria;Pareja con hijos que convivan en el hogar: 2 hijos;Entre 3 y 6 habitaciones;2014;4,4
Soria;Pareja con hijos que convivan en el hogar: 2 hijos;7 o más habitaciones;2019;2,1
Soria;Pareja con hijos que convivan en el hogar: 2 hijos;7 o más habitaciones;2018;2,2
Soria;Pareja con hijos que convivan en el hogar: 2 hijos;7 o más habitaciones;2017;1,8
Soria;Pareja con hijos que convivan en el hogar: 2 hijos;7 o más habitaciones;2016;2,0
Soria;Pareja con hijos que convivan en el hogar: 2 hijos;7 o más habitaciones;2015;1,9
Soria;Pareja con hijos que convivan en el hogar: 2 hijos;7 o más habitaciones;2014;1,5
Soria;Pareja con hijos que convivan en el hogar: 3 o más hijos;Total;2019;0,8
Soria;Pareja con hijos que convivan en el hogar: 3 o más hijos;Total;2018;0,9
Soria;Pareja con hijos que convivan en el hogar: 3 o más hijos;Total;2017;0,9
Soria;Pareja con hijos que convivan en el hogar: 3 o más hijos;Total;2016;1,2
Soria;Pareja con hijos que convivan en el hogar: 3 o más hijos;Total;2015;1,4
Soria;Pareja con hijos que convivan en el hogar: 3 o más hijos;Total;2014;1,3
Soria;Pareja con hijos que convivan en el hogar: 3 o más hijos;Menos de 3 habitaciones;2019;..
Soria;Pareja con hijos que convivan en el hogar: 3 o más hijos;Menos de 3 habitaciones;2018;..
Soria;Pareja con hijos que convivan en el hogar: 3 o más hijos;Menos de 3 habitaciones;2017;..
Soria;Pareja con hijos que convivan en el hogar: 3 o más hijos;Menos de 3 habitaciones;2016;..
Soria;Pareja con hijos que convivan en el hogar: 3 o más hijos;Menos de 3 habitaciones;2015;..
Soria;Pareja con hijos que convivan en el hogar: 3 o más hijos;Menos de 3 habitaciones;2014;..
Soria;Pareja con hijos que convivan en el hogar: 3 o más hijos;Entre 3 y 6 habitaciones;2019;0,5
Soria;Pareja con hijos que convivan en el hogar: 3 o más hijos;Entre 3 y 6 habitaciones;2018;0,6
Soria;Pareja con hijos que convivan en el hogar: 3 o más hijos;Entre 3 y 6 habitaciones;2017;0,6
Soria;Pareja con hijos que convivan en el hogar: 3 o más hijos;Entre 3 y 6 habitaciones;2016;1,0
Soria;Pareja con hijos que convivan en el hogar: 3 o más hijos;Entre 3 y 6 habitaciones;2015;1,1
Soria;Pareja con hijos que convivan en el hogar: 3 o más hijos;Entre 3 y 6 habitaciones;2014;0,7
Soria;Pareja con hijos que convivan en el hogar: 3 o más hijos;7 o más habitaciones;2019;0,3
Soria;Pareja con hijos que convivan en el hogar: 3 o más hijos;7 o más habitaciones;2018;0,3
Soria;Pareja con hijos que convivan en el hogar: 3 o más hijos;7 o más habitaciones;2017;0,2
Soria;Pareja con hijos que convivan en el hogar: 3 o más hijos;7 o más habitaciones;2016;0,2
Soria;Pareja con hijos que convivan en el hogar: 3 o más hijos;7 o más habitaciones;2015;0,4
Soria;Pareja con hijos que convivan en el hogar: 3 o más hijos;7 o más habitaciones;2014;0,6
Soria;Núcleo familiar con otras personas que no forman núcleo familiar;Total;2019;0,6
Soria;Núcleo familiar con otras personas que no forman núcleo familiar;Total;2018;0,7
Soria;Núcleo familiar con otras personas que no forman núcleo familiar;Total;2017;0,9
Soria;Núcleo familiar con otras personas que no forman núcleo familiar;Total;2016;0,7
Soria;Núcleo familiar con otras personas que no forman núcleo familiar;Total;2015;1,1
Soria;Núcleo familiar con otras personas que no forman núcleo familiar;Total;2014;1,0
Soria;Núcleo familiar con otras personas que no forman núcleo familiar;Menos de 3 habitaciones;2019;..
Soria;Núcleo familiar con otras personas que no forman núcleo familiar;Menos de 3 habitaciones;2018;..
Soria;Núcleo familiar con otras personas que no forman núcleo familiar;Menos de 3 habitaciones;2017;..
